mcdi_id,mcdi,alt,grammar,incl_reason,source
42,owl,owly,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
43,penguin,penginy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
43,penguin,penguinie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
44,pig,piggie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
44,pig,pigie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
45,pony,ponie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
46,puppy,puppiey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
47,rooster,roostie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
47,rooster,roosy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
48,sheep,shepie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
48,sheep,sheppy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
49,squirrel,squirrelie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
49,squirrel,squirrely,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
50,teddybear,teddybary,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
50,teddybear,teddybearie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
51,tiger,tigerie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
51,tiger,tigie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
52,turkey,turkeyy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
52,turkey,turkie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
53,turtle,turtleie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
53,turtle,turtlie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
54,wolf,wolfee,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
54,wolf,wolfy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
55,zebra,zebraie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
55,zebra,zebray,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
56,airplane,airplane-y,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
56,airplane,airplanie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
57,bicycle,bicycley,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
57,bicycle,bicyclie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
58,boat,boatie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
60,car,carie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
60,car,cary,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
61,firetruck,firetruckie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
61,firetruck,firetrucky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
62,helicopter,helie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
62,helicopter,heliy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
63,motorcycle,motiecycle,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
63,motorcycle,motorcycly,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
64,sled,seldee,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
64,sled,seldie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
65,stroller,stoller-y,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
65,stroller,stollie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
66,tractor,tractie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
66,tractor,tractory,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
67,train,traine,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
67,train,trainie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
68,tricycle,tricicle,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
68,tricycle,trikey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
69,truck,truckie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
69,truck,trucky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
70,ball,ballie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
70,ball,bally,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
71,balloon,bally,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
71,balloon,balonie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
72,bat,batie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
72,bat,batty,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
73,block,blockie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
73,block,blocky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
74,book,bookie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
74,book,booky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
76,chalk,chalky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
76,chalk,chally,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
77,crayon,crayonie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
77,crayon,crayony,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
78,doll,dollie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
78,doll,dolly,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
79,game,gamey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
79,game,gamy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
80,glue,gluey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
80,glue,gluie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
81,pen,penie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
81,pen,penny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
82,pencil,pencilie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
82,pencil,penclie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
83,play dough,playdoughie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
83,play dough,playdoughy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
84,present,presenty,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
84,present,presie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
85,puzzle,puzlie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
85,puzzle,puzzley,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
86,story,storrie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
86,story,storyie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
87,toy,toie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
87,toy,toyie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
88,apple,aply,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
88,apple,appie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
89,applesauce,applesauceie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
89,applesauce,applesaucy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
90,banana,bananie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
90,banana,nanyie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
92,bread,breadie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
92,bread,bready,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
93,butter,butterie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
93,butter,buttrie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
94,cake,cakey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
94,cake,caky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
95,candy,candie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
97,cereal,cerealie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
97,cereal,cerelie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
99,cheese,cheesie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
99,cheese,cheseey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
101,chocolate,choclaty,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
101,chocolate,choclitie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
102,coffee,coffeee,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
102,coffee,coffie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
103,coke,cokey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
103,coke,cokie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
104,cookie,cookiey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
105,corn,corney,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
105,corn,cornie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
106,cracker,crackie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
106,cracker,cracky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
107,donut,donie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
107,donut,dony,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
108,drink,drinkie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
108,drink,drinky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
109,egg,eggie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
111,food,foodie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
111,food,foody,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
115,gum,gumie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
115,gum,gummy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
116,hamburger,hambie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
116,hamburger,hambuggie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
116,hamburger,hamburgy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
117,ice,icey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
117,ice,icie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
118,ice cream,creamy ice,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
118,ice cream,ice creamie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
118,ice cream,icery cream,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
119,jello,jellie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
119,jello,jelly,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
120,jelly,jellie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
120,jelly,jellyie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
121,juice,juicy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
121,juice,juiie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
122,lollipop,lollipie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
122,lollipop,lollypie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
122,lollipop,lollyy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
123,meat,meatie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
123,meat,meaty,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
124,melon,melonie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
124,melon,melony,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
125,milk,milkie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
125,milk,milky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
126,muffin,muffie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
126,muffin,muffy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
129,orange,orangiie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
129,orange,orangy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
130,pancake,pancakey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
130,pancake,pankacie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
132,peanut butter,peanut butterie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
132,peanut butter,peanutty butter,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
132,peanut butter,peanuty butter,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
133,pickle,pickie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
133,pickle,picky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
134,pizza,pizzaie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
134,pizza,pizzy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
135,popcorn,popcorie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
135,popcorn,poppie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
136,popsicle,popsey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
136,popsicle,popsie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
137,potato chip,potatie chip,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
137,potato chip,potatiey chip,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
137,potato chip,potatye chip,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
138,potato,potatie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
138,potato,potatye,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
139,pretzel,pretzlie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
139,pretzel,pretzy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
140,pudding,puddiey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
140,pudding,pudgie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
141,pumpkin,pumky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
141,pumpkin,pumpkie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
142,raisin,raisie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
142,raisin,raisy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
143,salt,saltie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
143,salt,salty,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
144,sandwich,sandie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
144,sandwich,sandy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
145,sauce,saucey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
145,sauce,saucie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
146,pop,popie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
146,pop,popy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
146,soda,soddy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
146,soda,sody,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
147,soup,sopie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
147,soup,soupy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
148,spaghetti,spaghettie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
148,spaghetti,spaghettoie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
149,strawberry,strawberrie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
149,strawberry,strawbery,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
150,toast,toastie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
150,toast,toasty,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
151,tuna,tunie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
151,tuna,tunny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
152,vanilla,vanillie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
152,vanilla,vanny,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
154,water,waterie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
154,water,watery,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
155,yogurt,yogurtie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
155,yogurt,yogurty,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
157,belt,beltie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
157,belt,belty,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
158,bib,bibby,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
158,bib,bibi,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
160,button,buttie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
160,button,buttony,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
161,coat,coatie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
162,diaper,diapery,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
162,diaper,diarie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
165,hat,hatie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
165,hat,hatty,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
166,jacket,jacky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
166,jacket,jakkie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
169,necklace,necklie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
169,necklace,necky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
170,pajamas,pajamie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
170,pajamas,pajamy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
172,scarf,scarfy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
172,scarf,scary,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
173,shirt,shirtie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
173,shirt,shirty,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
174,shoe,shoeie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
174,shoe,shoey,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
176,slipper,slipperie,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
176,slipper,slippy,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
177,sneaker,sneaky,"singular_noun, diminutive","ollama-suggested diminutive, pending manual review",llama3.1:latest
